tweet_id,text,airline_sentiment
569575679722786816,@VirginAmerica is your website ever coming back online?,neutral
569575003248676864,"@VirginAmerica  - Is Flight 713 from Love Field to SFO definitely Cancelled Flightled for Monday, February 23?",neutral
569574973662232576,@VirginAmerica Is flight 0769 out of LGA to DFW on time?,neutral
569574961158815745,@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?,neutral
569447071910105089,@VirginAmerica Lister to my show my on Monday 1230 130,neutral
569304208534597632,“@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqy” @asarco_ES_ar ? 🙉,neutral
569262527281913857,@VirginAmerica I love your guy's song! We're dancing to it for our high school dance revue,positive
569248437050302464,@VirginAmerica can you please get me to the new york area before monday afternoon,neutral
569248400836726786,"@VirginAmerica Thanks so much for the awesome support, you guys rock!",positive
569222494952886272,@VirginAmerica when are you putting some great deals from PDX to LAS or from LAS to PDX show me your love! http://t.co/enIQg0buzj,positive
569221440794271745,@VirginAmerica wish I can afford to fly with you next Friday  going back home.. love everything  about your airline,positive
569202691185909760,"@VirginAmerica, the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9",positive
569180623165915137,"@VirginAmerica classiq, luv Virgin America. Greetingz",positive
569165709516759042,@VirginAmerica thanks guys! Sweet route over the Rockies #airplanemodewason,positive
569110766235877376,@VirginAmerica love the 90s music blasting at gate in #Boston while waiting for flight to #SanFrancisco. Only if I could get an iced coffee!,positive
569018352464588800,"@VirginAmerica If you'd love to see more girls be inspired to become pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",neutral
568911350656675841,@VirginAmerica your inflight team makes the experience #amazing!,positive
568910590921609216,@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J,positive
568897315458691072,@VirginAmerica fav airline,positive
568890074164809728,@VirginAmerica we have a hot female pilot! Sweet! DCA to SFO! :-),positive
568828112626012160,@VirginAmerica @madbee95 check the website before you go to the airport!,neutral
568792520337039360,@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS,neutral
568735060104511488,@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund,neutral
568643040073506816,@VirginAmerica How about some free drinks on the flight back for the free promo?,positive
568632394929958912,@VirginAmerica momma I made it! 😁😁😁,neutral
568626625857728513,@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair,neutral
568579880046227457,"@VirginAmerica Many Thanks for the Follow.
#ourprincess #freyasfund #USA #Bandie 
Looking for Any Help😍
💗🇬🇧💗🇺🇸💗
🎀🌏🎀 http://t.co/UJfS9Zi6kd",neutral
568577243200376833,"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd",neutral
568571772251082752,"@VirginAmerica @VirginAtlantic @GMA @AmericanAir 
Can You Help #ourprincess in need of some help in #USA 
🎀🇬🇧🎀🇺🇸🎀 http://t.co/778AzTDaer",neutral
568492682152189952,@VirginAmerica partners with @Visa Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa,neutral
568491256508231680,"@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf",positive
568460512553353216,@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. 😉,positive
568452186977361921,“@VirginAmerica: @KarinSLee Of course. Have fun celebrating!” Thanks! Happy Chinese New Year!,positive
568429677779365888,@VirginAmerica gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!,positive
568392783922372608,@VirginAmerica that doesn't look to fat to me! It looks yummy!,positive
568349321634013184,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/DCoBoKN7EE @TheNationalUAE,neutral
568303606710956032,@VirginAmerica omg omg😍😍 nonstop Dallas to Austin on virgin✨😱✈️,positive
568239036533497856,@VirginAmerica good to be home #texas #moodlighting http://t.co/N3BVZTY3zI,positive
568122723915862016,@VirginAmerica is helping me step up my @Tinder game! #TinderTips #tinderchamp http://t.co/jBmVVha63A,neutral
568120102660341760,@VirginAmerica I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I'm not a caffeine drinker,positive
568100257931747328,@VirginAmerica has the most INCREDIBLE customer service I've ever experienced! So refreshing!,positive
568100090390425600,"@VirginAmerica Now, when will we see VirginAmerica come to Philadelphia (PHL).",neutral
568095440517754881,"@VirginAmerica , am I dreaming? Did you really just open up a route between Dallas and Austin?! And does this mean Houston might be next?",positive
568053134439788546,@VirginAmerica please add more frequency to PDX Portland,neutral
568050777744379904,@VirginAmerica Congrats VX on the new route! ✈️🎉,positive
568011935347838977,@VirginAmerica @AmericanAir can u help with flights to get a 2y old battling cancer who needs treatment in 🇺🇸 @FreyaBevan_Fund 💗 🎀 💗,neutral
567899492885745664,@VirginAmerica does Virgin America fly direct from Seattle to NYC or Boston?,neutral
567893201719156736,@VirginAmerica That's classy.,positive
567845726220357632,@VirginAmerica is that #thestarter??😁,neutral
567829051559186432,@VirginAmerica YES FYI  MY BFF,neutral
567828603976597504,"@VirginAmerica another perfect flight.   How come on your planes,  the sun visors can stay down?  Other carriers make you raise them?",positive
567807967706488832,@VirginAmerica thanks so much for sharing. Just added it to my site http://t.co/TsviBTvT8h,positive
567806872410161152,@VirginAmerica Are there any plans for a short haul airline in Europe? Would defiantly fly with you guys :),positive
567742937325260801,@VirginAmerica Are there any sign up bonuses to enroll in Elevate?,neutral
567726092518031360,“@VirginAmerica: Book out of town with fares from $59/way (+restr). http://t.co/xRdTOV7nl8 http://t.co/4Y78byAckc” @JenniferDawnPro,neutral
570307876897628160,@united thanks,positive
570306733010264064,@united thanks -- we filled it out. How's our luck with this? Is it common?,positive
570299889688702976,@united thanks,positive
570299819610251265,@united Thanks. It is on the same ticket.,positive
570299388670701568,@united why not? Is it a law or a policy?,neutral
570298027103162368,"@united no I don't, but I'm sure United have my info on its system.",neutral
570296556852789250,"@united yes, David Allan send an email with this number (KMM24999563V99860L0KM) and case#8719519",neutral
570294445020733440,"@united yes, a paper voucher that I got on January 26th 2015",neutral
570291866530398208,@united and what am I suppose to do with that number?,neutral
570291492545298432,@united I lost a voucher that I was given in Miami aeroport on jan 26. I did not use it.,neutral
570290540274688001,@united @CheerTymeDad Gee that's like almost caring about ppl more than $$.  Think I'm more int in having a trusted adult w/ daughter .,neutral
570285610176532480,@united that's right- with an overnight Miami.,neutral
570285578563891200,@united Have clients with an 11 hr layover at IAH (during the day). Will they have to claim &amp; recheck luggage. Or will it be taken care of?,neutral
570285537833168896,"@united I am trying to find out if the loaner seat is new or used, a used car seat is illegal according to safety regulations",neutral
570276787063816192,@united Thank you for that. Am I able to claim any interim expenses or is the cost of the stuff up on me?,positive
570263872004874240,@united the os isn't controlled by me but rather @VerizonWireless .  App is new.,neutral
570259311315836928,@united for the record- Rozana at Newark was lovely and helpful. #choosekind,positive
570258476695302144,@united thank you !,neutral
570257564023128064,@united dm these nuts,neutral
570249871107723264,@united Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,neutral
570237629775675392,"@united bet you wont honour them, like mine ey",neutral
570227149682155520,@united yes please! Trying to get to POP- in Newark now....,neutral
570219942961922048,@united can someone please explain the process of of what happens to property found on a plane after passengers leave at Heathrow ?,neutral
570215359963406337,@united DM does not work what do I do?,neutral
570214660638511104,@united private jet would have been cool! Do does not work. I'll try again,positive
570211313072238592,@united how about 3659 YUL-ORD?,neutral
570209482090917888,@united Done and done,neutral
570172921102143488,@united so if I'm flying 1st class just one leg to Chicago but not on my long flight to China am I still able to use the lounge in Chicago,neutral
570163662100549634,@united I've filed the claim but have no way of calling for updates. Is there another way to do this?,neutral
570142263290011649,@united thank you. Been trying for two days to set this up.,positive
570135557151580160,@united Any luck with finalizing my reservation? I DM'd information to you. Please let me know what else you need. Want to confirm ASAP. Thx,neutral
570121588487663616,"@united this will definitely be a trip to remember EWR-STI second of the season, first on seat 35A because it pays to be loyal!",positive
570115243747074048,@united I would like to know what's going on before his current flight lands.,neutral
570105665093369856,@united thanks! Will you guys be getting the A380s anytime soon?,neutral
570099762709581824,@united yes I do.,neutral
570095499287506946,@united we just flew with United from AUS (Austin Bergstrom) to Cancun Intl. Best flight ever! The 737's are not too big... Not too small!,positive
570093170874302464,@united Deep Vein thrombosis,neutral
570082243596591104,@united @luke_mcintosh68 nah you wouldn't,neutral
570081213404180480,@united I sent the message. Let me know ASAP.,neutral
570078718028222464,@united man I can't wait to book my ticket now! Thanks JP you're a life sabe,positive
570073969690169344,"@united My post was just more of disappointment.  I'm a frequent United flyer, it was a simple ??.  1 bad apple doesn't spoil the bunch.",neutral
570073757508726784,@united you guys continue to impress me in Houston. http://t.co/cIh1qNllcM,positive
570072252026376192,@united Please help... I am in Ethiopia adopting a two year old child. Have an existing confirmation #. Need to add child to reservation.,neutral
570069236971806720,@united Twitter isn't letting me DM you..,neutral
570068435805310976,@united I hope so too,neutral
570065037231927296,@united where is my flight voucher?,neutral
570058986025672704,@united Made the upgrade list. Will fly 1st tomorrow (for 40 min) for the first time ever! 🙌 #StatusMatchPaidOff http://t.co/ATfRKp6goY,positive
570058190647271424,"@united not just refunded, but for those of us who are on vacation to get a free room night to make up for making us sleep in DIA",positive
570057930332102656,@united Thanks for the reminder. It's been a fun ride. http://t.co/pPVA4Rch9f,positive
570044681670696960,@united thank you.,positive
570043937244622849,@united Do you have any flights with lie flat seating from STL to PDX around the date of March 5?,neutral
570041112624295936,@united thanks we'll be in touch!,positive
570039756731494400,"@united @RenoAirport hi, when do direct flights from Houston to Reno begin?  Don't see any days in March?",neutral
570039279050579968,@united like continental's chicken feat fairs,neutral
570039094257938432,@united can you assist with current flight status for flt# 1016 out of DFW tomorrow at 6:55am?,neutral
570038991527002112,@united I left my comment with customer care. Thanks for contacting me.,positive
570033778300620801,"@united to be clear on my luggage comment, I am referencing the photo attached. Flight 6232 to JAC http://t.co/PnBajfkmHG",neutral
570033309113131008,@united awesome I'll book my next Christmas vacatinn this December any other ways you want to devalue mileage plus.,positive
570016325667557376,@united @reebok @rockinwellness @ Denver International Airport https://t.co/tKVmHBkeC3,positive
570012706704662528,"@united did you have seen my message today?? About a mcdonnell Douglas dc 10 model?? I will hear it if you read it, Goodnight now",neutral
570009034385805312,@united thank you. We are signed up for notifications. We shall watch and wait! ❄️❄️,neutral
570004470370676737,@united I have a 0530 flight out of DFW on Tuesday. How far in advance will you give notice if Cancelled Flightled?,neutral
569993952469880832,@united When will direct flights from Belfast Intl to Newark resume from their winter break? Thanks.,neutral
569993782311198720,@united My favorite way to travel! Thank you! http://t.co/vGN2X1ckg0,positive
569972097453137920,"@united Thank you, ^JH, appreciate the prompt responses--me and other passengers will be doing so.",neutral
569969952654028800,@united Pleased to be a Premier Platinum,positive
569967841727942657,"@united hi guys, do you have a general enquires email address please? Thanks David.",neutral
569966609080586240,Thank you “@united: @TRUU_Tall I can certainly take a look. Please follow and DM me your confirmation number for assistance. ^JH”,positive
569962245620248576,@united Big thanks to Ms. Winston for assisting me over the phone with a baggage claim issue today. She really went the extra mile!,positive
569936640669581313,@united look at this beauty 😉 dc 10 united airlines 😉 http://t.co/MvYoizRPdE,positive
569934069712052224,@united Definitely will!,neutral
569932669288652800,@united great to hear Thankyou so much. Greatly appreciate your replies. Feel much more settled now.,positive
569930630059974656,@united thank you. Literally called for preboarding as I ran up.,positive
569929187101966336,@united that's brilliant Thankyou so much. Is it classed as part of carryon?,positive
569928758024667137,@united what gate is ua5396 leaving from?,neutral
569928724147077120,@united thank you for listening to my compliant and doing the right thing. I appreciate you working with me,positive
569927263040315392,@united Great! I'm ready to go home.,positive
569925614100189186,@united. It's not my first time flying to the US. I have medical info. Looking for practical like my adapted seat cushion allowed on?,neutral
569923809634947072,"@united Hi, Im flying SFO-LAX-SAL-CLO. My connecting time in LAX is 1h45m. Is it enough time? Do I have to collect my bag and recheck on AV?",neutral
569922973798420480,"@United States faundation was by faith Judeo Cristian,@Not it was by ideologias.@ http://t.co/mWBk68k0A3",neutral
569918327767879680,@united @retailbagholder hahaha. At least they gave u a refund.,neutral
569912092351819778,@united BUT you have received confirmation via email that you are confirmed and ticketed on this flight.,neutral
569910996824780801,"@united After speaking to a United customer service rep the night before a flight, confirming that everything is ok with your reservation..",neutral
569907141596864514,@united thank you!,positive
569907031693520896,@united Thanks for the update.,positive
569902028719173632,@united The DEN b44 agent (9:30am) was amazing. The MPAgent at check in? She sucks. @seanMFmadden @PeterStraubMMA @jmercadoMMA @TonySimsMMA,positive
569896025172742144,"@united @scotthroth scott, need a good book suggestion?",neutral
569879528891416577,"@united been solved,  they finally picked up the second time I called,  thanks for the response JH!  7:21 to dulles works!",positive
569875424924168193,@united can I request a ticket change through twitter ?,neutral
569873050117808128,@united has the best customer experience via twitter - huge fan!!!,positive
569870819582586880,@united love the new 1st class breakfast!,positive
569868207940603904,@united I DM'd child's birthdate and full name.,neutral
569865115291533312,@united two years old.  Birthdate 11/13/2012,neutral
569864608145502209,@united I already did.,neutral
569863453696876544,@united what would it cost,neutral
569861240375386112,@united Cool. Thank you.,positive
569860904814301184,@United Adopting 2 yr old child from Ethiopia. Flying from ADD to GRR on 2/28.  Need to add child to reservation and get costs.  Help!  Thx,neutral
569859950215700480,"@united good morning, any first class upgrades available for ua1619 Feb 25  rsw to ewr? I need 4 seats please",neutral
569852332797775872,@united DM sent as requested. Make sure you follow back so you can DM me back. Thanks,neutral
569845865185206273,@united sitting in the middle for the first time .. Hope it works out well,neutral
569842553966571520,@united and learn how to book flights. http://t.co/MHHS9RUpLv,neutral
569838593423708160,@united any chance flight 3745 is being delayed??  nervous about driving to DFW in this weather to drop off my brother,neutral
569792291264712704,@united the child is two years old,neutral
569785074910154752,@united followed you and DM'd you,neutral
569780939280093185,@united  @DENAirport United 787 in snowy Denver. http://t.co/w1AaKJumXA,neutral
569755876401274880,@united you'll be hearing from me for sure.,neutral
569753041420865536,@united In Ethiopia adopting a child.  Need flight home from ADD to GRR Late Flight 2/27 or very early 2/28. (need to change existing reservation),neutral
569748572104560640,@united I wanna be grand staff,positive
569747706047934464,@united I wanna be ride United airline! I love airplane,positive
569723119415513088,@united I just booked a flight for (2). When I view my reservation it has MI connected to First name. Is this a problem? can it be changed?,neutral
569716148293349377,@united flight 435,neutral
569714541178679296,@united I have 8 flights with you in the next two weeks :) let's make some good memories!,positive
569707970876936192,@united She is travelling from Melbourne (Australia ) to Bogota (Colombia) tomorrow,neutral
569707569448558592,@united Hi.  My relative's Flight Booking Problems number is MY8YB4.  Her name is Clarita Jaramillo Mejia.  Thank you,neutral
569707473973739520,@united it was delivered! Thank you for making sure it arrived at my doorstep!,positive
569705870830874625,@united Why have airlines always told us they can't open a cabin door once it has been closed?  This plane has done it 3 times tonight.,neutral
569705563287896064,@united thank you!,positive
569693430902861824,@united @baftz rcvd promo if i booked flight silver status would be extended it was not dont have flier that was sent didnt think id need,neutral
569692618797355009,@united on a flight at 11:30 tomorrow.,neutral
569676933778292736,@united booked EWR-FLL in first for two on 3-8. Let's see how you compare to the garbage @AmericanAir first class has become,neutral
569667955727818752,@united S/O to @Delta for coming in clutch and finally taking me home 🙌🙌,neutral
569666428388958209,@united left my iPad on MCO-&gt;IAD flight 174. How long to hear back once claim submitted? TY!,neutral
569665343880368131,@united Didn't know that buying a seat in first class was just a 'request' to sit in first class! Very Interesting.,neutral
569659878693695488,@United Claudia in IAH terminal b travel assistance has me all set. Great service. Thank you.,positive
569658769686339584,@united is it possible to add a Known Traveler Number to my ticket after Flight Booking Problems?,neutral
569657781835460608,@united If an award is no longer showing available could it possible become available again?,neutral
569656504946536449,@United can you help me get from IAH to SFO earlier tonight?,neutral
569645065792069632,@united can Cancelled Flight my flight anytime if this is where they keep me for the night.. http://t.co/avRTOWTyzk,positive
569641346316640256,@united Resolved. Over hour of work on  ground &amp; somehow the system reset itself during takeoff. I appreciate the quick response/service.,positive
569640141989552128,@united and to add to my earlier tweet. This was my daughters 5th Bday present. Thank you for the hard work and making it happen.,positive
569639780276953088,"@united you all do a wonderful job today. Got my wife, daughter, and myself from PGH to Orlando after out flight was delayed luggage and all",positive
569639288649883648,"@united @jeffsmisek @RobertFor39 @Fioretti2ndWard @garcia4chicago  
FAA invest near miss on O'Hare runway last wk:http://t.co/jVJ73ZZa4A",neutral
569638013287862273,@united I am UA elite Gold and have a UA Chase pres. plus credit card.  How many EQM's do I need to get Platinum Elite!,neutral
569635707746160642,@united look at this beauty 😉 dc-10 united airlines 😉 Hope you like this beauty 😉 http://t.co/NS1aCFqCdQ,positive
569634833917452288,"@united when I click that link it wants my flight info. I haven't booked a flight yet. I read you waive fees for military, it this true?",neutral
569629990129520641,@united thanks gate agent extraordinaire Seau Fong for helping me get re-booked out of Boise and (hopefully) home to NYC sometime tonight!,positive
569626978397134848,@united AND WE GOT ZERO VOUCHERS FOR HOTEL OR CAB. I expect some SERIOUS mileage credits.,neutral
569620902742233088,@united I do not see where it talks about military baggage fees. Can you please guide me. Thanks,neutral
569617064375271424,@united I'll be calling tomorrow,neutral
569615659333627904,@united...do you still have flat tire policy.  Shuttle broke down on way to ORD.  Will probably miss the 425pm to CLE...Help please!!,neutral
569610889214754816,"@united Okay, just requested to follow.",neutral
569604805116563457,@united there is a sector whereby it says $0 in both bags...no bag allowance at all in international flight?,neutral
569596089625661440,@united great flight into PVD. Smallest plane I have ever been on and smoothest landing ever!,positive
569592626300751873,@united Do you have Bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.,neutral
569591954830450688,@united in fact he received my boarding pass,neutral
569591647685775361,@united @Lmuschel he is traveling with me on a sep reservation number F3KxB8,neutral
569591456190504961,@united You must follow me in order for me to send you a direct message if that is what you meant.,neutral
569590151657103360,@united I don't know what DM the confirmation number means.,neutral
569589829735821312,@united What does DM the confirmation @ mean???,neutral
569559433887526913,@united doesn't purchasing ticket with a united card give me priority boarding ?,neutral
569555146562080768,"@united This is probably the least dependable airline in the Western Hemisphere. @united does not belong in Star Alliance, but SkyTeam",positive
569554916064284672,@united amazing hospitality and helpfulness from Anthony Lastella. Great staff 👏👏👏✈️ def flying #united again.,positive
569550779520032770,@united Is a snowboard boot bag included in the standard checked baggage next to the snowboard bag?,neutral
569547989007646721,"@united getting ready to book a flight to San Juan. Was wondering, Does United waive baggage fees for military personnel. Thanks.",neutral
569544819510345728,@united pls follow for DM,neutral
569543771181981697,@united just added one. Ty,neutral
569541848877957120,@united thanks for the effort. I can get the earliest. Though I will make a complaint for a refund as I am losing one business day tomorrow,positive
569541591586643968,@united.  Pls hold UA2066 for 9 cnx pax frm UA6194.  All runners.  A 5 min hold will save 2 fam frm miscnx.  Pls. Twitter is watching.,neutral
569539834131443712,@united THANK YOU!,positive
569537571685924864,@united pls follow for DM.,neutral
569531969110974464,@united worked out after all. Thanks for your immediate reply!!,positive
569527975252766720,"@united Out of curiosity, when a flight is arranged, are pilots notified? There are a lot of ""pilots haven't arrived yet"" announcements.",neutral
569521863891804160,@united I6EP18,neutral
569518979103924224,@united why de-ice before taxing? Maybe it #makestoomuchsense ? #shouldhaveflowndelta #unitedsucks @Delta @SouthwestAir @AmericanAir,neutral
569513703722393601,@united thank you,positive
569507197052260354,@united question. Are departure times based off eastern central time or the time zone your actually in?,neutral
569500986638798848,@united thank you!,positive
569489032100614144,@united I just sent to you.,neutral
569480693782339584,"@united Do you have plans for an iPad app?  The iPhone app is great, but on the  iPad you have to flip the iPad.  Is there a beta? Tks.",neutral
569476889313562624,@united Thanks!  Good to know.,neutral
569474700386045955,@united My bag reference ID number is IND43728M. Thanks for looking at it.,positive
569459716906229760,"Sorry, @united. I accidentally popuLate Flightd with you instead of @USAirways. Can't wait 'til ""U"" are the only ""U"" in the sky. #NewAmericanStinks",neutral
569453313462132736,@united thanks for the epic service on 863- always a pleasure- outstanding crew http://t.co/trqlpeinzW,positive
569392315409829888,@united Life goal: complete ✔️,positive
569383892542738432,@united Just sent a DM. Thank you for the acknowledgment.,positive
569382132231110656,@united download jeokoo the American app for air travelers,neutral
569373743698591744,@united Can I get a follow? I fly with you for Christmas.,neutral
569369416963633152,@united thank you! Much appreciation for your help.,positive
569349274049368064,@united I see several economy plus can you put us in those. We don't have to be seated together,neutral
569346431833673732,@united I see you coming to get me and @AggieMensGolf in Hawaii! #12thMan http://t.co/G8DKa3Edhf,neutral
569343661063823360,@united I have a question,neutral
569342670184648704,@united I see two flights with two seats in the morning can we get on those,neutral
569340200934969344,@united we will be at the airport first thing in the morning,neutral
569339181136113664,@united Doesn't have to be same flight 2 and 2 will work also,neutral
569338341306572800,@united yes. On a nonstop to Memphis tomorrow morning. With the snow coming in I got my fingers crossed it will go.,neutral
569337170210607105,@united are there any upgrades avail to get us all on the same flight,neutral
569335779371003904,@united so is that two seats avail so far for us.,positive
569334462292434944,@united is flight number 1142 Denver to Las Vegas 1125 on Sunday feb 22 Cancelled Flighted ?,neutral
569315878828949504,@united Hubby made it by the skin of his teeth!   :),positive
569309623825670145,@united any plans of restating nonstop service between IAD and South Florida?  We miss our flights to FLL.,neutral
569308255966666753,@united following,neutral
569308168364425216,@united please update what is going to happen to passengers now that flt ua14 has been Cancelled Flightled,neutral
569305546819571712,@united It appears there are six flights to Calgary tomorrow is this correct?,neutral
569302568020549632,@united is there another airport closer to Calgary we can fly out of tomorrow.,neutral
569300431412850688,@united On flight 1220 right now...,neutral
569300135328530432,@united Can you help me get a flight out tonight to Houston?Just don't want to be stuck here till Monday with all this bad weather moving in,neutral
569298712247312384,@united hoping to get out earlier than 2/23 (only phone option) or assistance with hotel.,neutral
569297162795937792,@united I was on UA1069 today and left my sunglasses in seat 26F. Please help me get them back! #UnitedAirlines,neutral
569278858123300864,@united I see. Thanks for explaining.,positive
569277733416513536,"@united After an hour+ wait, my issue is resolved. I did contact customer service to comment on the wait time. Thanks for contacting me.",positive
569274618428526592,@united The Opal Dragon book The Dragon (ALI) has woven his murdering ways from the Philippines to Australia http://t.co/N2fvElcYgz,neutral
569273298325864448,@united - any way to get a message to an international flight gate at EWR?      Road conditions are horrible trying to get to flight ...,neutral
569273251186286593,@united Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?,neutral
569260922365063169,@united also checked email you have on file for me and it is correct,neutral
569258013950808064,"@united thanks, we did.",positive
569251080598478848,So appreciated! @united,positive
569250015752749057,@united No problem just follow me back so I can! Thank you!,positive
569242111100514305,"@united I haven't booked yet, I'm asking before I book",neutral
569238148032671744,@united correct?  What's correct?  Sorry I'm lost,neutral
569236060615667713,@united I'm flying UA but *G with A3,neutral
569233434423353344,@united Home is Calgary can you get us there without the added expense of accommodations and meals.,neutral
569229796401684480,@united nope.  no case id either time.,neutral
569227342675116033,"@united A3 Gold. So the international baggage limit apply when booked on 1 ticket,even for a domestic leg?  What if I travel with 2 friends?",neutral
569209352730513409,"@united I'm glad 1K means something, lol!",neutral
569179721549914112,@united how much does a ski bag cost to check?  Bag contains 1 pair is skis and one pair of poles,neutral
569178715051188226,"@united Wasn't frustrating! Well, not in any way reLate Flightd to y'all, anyway. Impressed that I made it.",positive
569164871465439232,@united my dad booked through orbitz and due to weather he can't make it to the airport. Can you help him?,neutral
569149666027294720,@united Hi have a question re future Flight Booking Problems. DUB-JAC 29/9 JAC-LAX 8/10 LAX-DUB 13/10. I'm *G. What is checked bag allowance for JAC-LAX?,neutral
569144056305074176,"@united thank you.
It's my daughters 13th bd party w/proj. weather cond, it doesn't look promising.
Please assist with earlier flts to Cmh?",positive
569125558568783872,@united will the kudos to capt. Herman be relayed to his chief pilot or should I be emailing someone?,positive
569017927803932672,"@united If you'd love to see more girls be inspired about becoming pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",neutral
569007103542587392,"@united @SCVPools 
Please call me at 310-795-2210.",neutral
568995205271015425,@united San Diego to Chicago. Leaving at 6:15 am tomorrow,neutral
568986700984283136,@united awesome thank you very much for the help,positive
568985010742693888,@united yea I saw that I'm moving to China and have 5-6 bags will pay whatever but wanted to make sure it was ok to bring that many,neutral
568972438693916672,"@united airlines.
On flight UA 1669.
Need to make UA 3781.
Can u hold the plane for us?",neutral
568972136322375680,@united thank you.,positive
568967744076410880,@united Will the airline refuse my Canadian passport with less than 6 months remaining validity? Going to US.,neutral
568967598794149889,@united what time should I arrive at the airport for my 6:15 am domestic flight out of San Diego?,neutral
568967381860503552,@United #767 taxing in at #ORD @fly2ohare @AirlineGeeks #avgeek http://t.co/uPocMmuLUN,neutral
568964534083268608,"@united Great landing in Denver, next Rapid City. Snow starting to fall...Florida Everglades is a faint sunburn away...here comes the cold!",positive
568958380032860160,@united. You guys made my day. Treated me well. Thank you!!!,positive
